Age,Sex,Height_cm,Weight_kg,Wrist_cm,Waist_cm,Hip_cm,Neck_cm,UpperArm_cm,Thigh_cm,Calf_cm,Forearm_cm,Chest_cm,Shoulder_cm,Ankle_cm,Bicep_cm,BodyFatPct,MuscleMass_kg
48,F,162,75,15.3,105.0,98.6,37,36,53,37.3,22.5,100.0,32.9,20.0,32,17,
24,m,185.0,111,15.0,,117,41,36,52,33,28.2,105.0,44,24,40.0,25.9,50.2
22,MALE,182,55.4,20.4,135.0,114,40,30.0,50,42.6,,99,43.3,23.1,33,20.0,21.8
45,Male,722.0,113.2,19.6,102.3,129.1,40,35.0,56,39,25.0,106.1,50.4,224.0,33.5,35.5,37.8
57,F,151.0,85.0,15.0,109,153.0,39,39.0,64,45.0,27,102.0,,21.4,31.7,46,
20,MALE,170,82,16,102,69.0,40.0,34.3,20.8,39.7,28,103,48.5,24.9,39,22,32.3
26,F,157.4,,15.0,97.9,18.0,33.3,27,68,35,25.0,69,40.0,,31,29.8,22.6
43,f,159.1,95.0,15.0,92,148,32,41.8,60.5,42,23,110.0,35.0,21.8,37,40.0,33.9
44,male,158,83,18,114,118,42,37.3,65.0,45,31,109.2,47,26.0,35.0,35.0,40.7
46,M,181,92,18,107,99.7,144.0,30,53,39,30.0,114,39,20.0,,14,46.6
61,MALE,174.5,90.0,15.0,105.0,1103.0,37,34.5,63,42,26,101,45.6,25.0,38,45,49.9
63,m,173.4,85.6,17.3,110,111.9,37,14.6,60,40,30.0,115.0,43,22.4,40,22,32.3
37,m,176,50.4,15,90.0,116,36.8,20,45,40.9,27,107,45,23.3,31,15.0,20.9
32,m,182,88,15.0,81,108,41,35.0,57,444.0,30,90.7,45.0,,35.1,32.5,42.2
71,female,160,99,18,105.0,115.0,36.1,36.6,64.4,39,26.1,97,40.0,18,35,55,
50,FEMALE,1600.0,73,16,119,99,31,34.6,58,41,28,79,35.0,23,33.1,35,37.4
50,F,154.9,69,16,111,130.0,35,42,46,37,23.4,142,36.6,20.0,23.6,39.0,27.7
65,Female,158,68.4,16,121,120,32,32.1,46.5,45,24.5,107,39.2,19,23,35,24.0
45,MALE,176,112,18,113,113,42,,72.3,40,35.0,41.3,45.0,22,40.0,53,54.7
50,f,160,127,15.7,151,120,43,55.5,72,,27.9,112,37,25.3,42,56,
46,m,66.9,82,19,110.5,109,39,38.0,66,39,,106,45,25,34,25,36.8
58,MALE,162,68.0,18,99.4,106.7,44.0,33.3,59,43,31,116,39,23,32,15,35.8
69,f,145,86,17,121.9,152.4,35.0,43.4,60.0,40.0,28.4,114,44.3,21,29.1,57,36.9
65,M,176,135,,,140,42,45.5,76,46,32,122,49,,,49.8,
41,MALE,177,87.9,17,91,113.9,42,36.4,59,35.6,27.4,78,44,25,36.1,28,31.0
21,MALE,184,61,18.1,99,86,35.0,30.0,54,44.7,28,97.3,40.8,24,35.0,13,20.1
21,MALE,184,61,18.1,99,85.8,35.0,30.0,54,44.7,28,97.3,40.8,23.8,35.0,14.8,20.1
33,Male,170.0,68.2,166.0,85.0,102,30.0,35.0,60.6,45.0,31,104,,25.0,31,24,26.1
46,Male,162,80,19,102,113,37,35,49,45.0,30,,44.5,21,39,19,35.7
42,FEMALE,153.2,100.0,15,110.0,124.2,36,50.0,70,45.0,24.3,115,45.0,22.7,35.0,45.0,38.5
30,f,169.8,49.2,,70.0,94.8,33,36,51.0,54,255.0,80.0,35,20.5,22,30.0,
35,FEMALE,170.0,96.1,17,,125.0,37.7,31,68,43,31,104.5,30,21,32,33,34.4
28,m,180,76,15.0,101,103,40.0,31.3,60.0,37,31.0,119,40,21.0,41.5,21.8,36.2
33,male,180.0,108,16.6,126,100.9,43.1,43.2,57,,31.2,115.7,38,24,30.0,32.9,41.1
46,male,145,90.6,18.2,124.6,141.6,46,43.3,63,38.5,30.0,114,45.3,25.0,35.9,42,41.5
68,female,163,87.4,16,133,123,33,32.3,50,41,25,114,37,211.0,31,35.0,37.5
28,MALE,1170.0,101,19.7,120.3,93,41.8,45.3,57,44,30,118.7,49,22,31,38,
30,male,172.6,99,17,121,135.9,34,25,58.9,44.7,28,125,,21.8,30.0,21,37.8
29,female,158.8,60,6.399999999999999,,105,,33.6,65.0,33,25.8,68,40.6,21,29,35,21.6
55,m,185,91,18,128,120.0,35.0,37.2,55.0,39,33,,43,,31.7,21.5,37.7
40,f,156,1100.0,18,121,101,35.0,41,62,50.0,32.7,105.0,38.4,26,45.0,55,56.0
19,female,170.0,93.3,15.4,106,130,34.6,33.2,75,33,24.7,96,42,22,23.0,47,41.7
51,MALE,156,90.0,18,113,110.0,44,40.0,51.9,40,35,93.7,43.8,25.0,39.9,45,34.7
36,MALE,185.1,115,18,126,110,43.5,28,,42,30.0,115.0,43,24.1,39,28.9,55.4
63,m,168.9,105,18,144.8,52.4,48.8,366.0,,40,31,106,41.2,26,33,36.7,36.7
57,Male,167.2,1227.0,17,156,,51.3,44,58,44,30.0,126,45.0,27.3,45.9,43,60.2
59,MALE,177.9,74,18.1,125.0,111,42.3,24.5,65.4,39.7,32,105.5,43.2,20.0,32,19.3,29.0
49,FEMALE,157,89,16.4,136.7,92,35.1,49,65.5,40,22.7,100,44,25.0,36,40,39.7
50,F,150,90.1,16,73,215.0,40,45,68,42.4,30,104,40.0,23,40.7,85.0,41.4
52,FEMALE,170,95.9,16,104,132,35.0,44,58,40,25,118,35.8,21,27,39,38.1
20,F,145,150.0,17,175,135,44.1,54,71,49,30.0,118,40,16,48.9,60,67.1
53,M,176,80,,96,103.2,38,36,57,39,32,90.0,40.0,8.7,41,36,42.1
39,Female,155.8,65.0,15,83,98.0,32.5,34.1,58,35.3,28,101,35.0,21,35.0,25,21.5
52,Female,156,70,17,120.0,105.0,34,51.2,62.8,38.0,25.2,97,14.2,20.0,30.0,35.0,25.2
41,Female,160,89,15.0,121,125,33,,71.9,33.8,25,115.0,39.5,,35,55,
61,M,179,96,18.6,105,120.0,40.0,35.2,71,35.2,28.4,147.9,42,24.7,32,40.0,
68,f,163.3,85.0,15,121,120.1,35.0,35,70.8,39.6,27.8,102,40.0,20.0,35,42.3,43.9
24,male,172.1,100.0,15.0,115.0,92.3,45.0,35.0,65.0,38,29,130.7,40.0,23,37.2,28.1,43.2
31,Female,167,108,15.0,85.9,105.0,40,32,69.6,38.4,27.3,146,45.0,22,35.0,40.2,44.6
55,F,171,86.0,15,96.8,117,30,43.1,59.2,35.0,24.8,99,40.7,22,34.5,29.2,44.4
61,Female,152.6,36.0,13,119,108,29.2,27.8,42.4,35.0,20,102,38,20,32.3,41.1,19.2
22,MALE,180.0,96,19,107,125.0,44,40.0,62,36,29,95.7,50,24,32.1,37,
20,Male,178,87,17.7,87,77,36.7,33,57,38,40.0,102,46,17,30.0,15.0,
57,female,148.5,92.2,15.9,124,111,38,36,67,45.0,29,174,39,24,40,57,
33,male,163,69,18.7,83,107,40.0,35,61.2,40,26,103,45.0,19.7,32,22.7,27.2
45,male,176,105.0,20,108,120.0,41,35,69,40,29,98,45,23,40.9,31.1,
64,f,157.8,93,17,122.6,127,48,30,75.0,43,25.0,102,39,9.5,38,466.0,38.1
51,male,183,114.3,20.0,96,,43,36.5,70,39.2,33.7,,49,23,45.7,28,45.5
20,M,175,60.4,18,96.7,109.5,38.8,25.0,50,32.0,23,76,42,26,34,20.2,20.8
56,Female,164,67,15,118,114,34,40,42,42,25,100.0,39,9.1,31,33.8,27.3
58,m,157.3,108,20.0,119,141,43,40.0,69.9,46,30.0,116,43.3,22,40.3,42,35.6
22,FEMALE,171.3,78.6,15,67.8,98,32,3.0,,15.7,28.0,103,38.6,20,39.4,31,
57,M,171,118,15.0,115.7,132,38,50.0,63.8,36,32,96,43,25,40,46,32.2
35,F,165,63,15.0,113,95.0,34,29.5,56,45.0,23,105.0,35.0,22.0,33,30,25.1
58,male,166.0,79,17,100.0,100.8,39,46,49,40.0,30.0,111,45.0,9.1,30,38.5,23.7
36,Male,171.0,79,6.9,94,100.0,38,23,52.1,35,31.0,125.0,45.0,24.2,36,36,30.3
69,male,180.5,80.0,18,102,29.0,36.7,30,55.9,36,30.0,85.0,38,27,43,30.0,31.0
29,m,176.9,89,19,88,,15.6,344.0,55,41,11.7,120.0,41,20.0,44,32,36.2
66,FEMALE,171,89,14,88,123,35.0,13.8,71,39.0,25.0,97,41,21,27.7,45.0,38.8
65,f,154,91,17.2,125,95,34.3,33,72,39,28,121,40.6,23.7,35.0,43.1,31.2
22,female,163,19.0,16.1,91,90.0,36,35,61,39.8,25.0,105.0,35.0,21,33.5,44.3,35.0
18,MALE,175,58,20.0,73,97,35.0,29,54,36,27.8,99,43.1,23.8,30.3,20.0,24.8
42,Female,160.0,113.4,18,130,134,39,54,70.0,46,28.6,107,42,24.5,35.0,55.0,47.7
67,M,168,62,28,125.0,107,38,40.4,50.0,35.0,27.0,104.5,36.8,23,93.0,31,23.7
33,Male,160,35,17,79,108,35.0,20,43,42,31,126,41,22,29.3,13,
23,FEMALE,163.9,61,15,63,125.0,32,20,59,40,27,106,45.0,22,30,47,22.0
29,M,177.6,744.0,17.4,101.9,87,42,30,57,43.3,30.5,107,40,26,30.0,28,38.0
42,FEMALE,148,35,15,69,107,28.5,35.0,53.7,35,23.8,38.7,37.6,20.9,22,23.3,13.0
60,F,163,100.0,16.2,122,115.0,35,27,64,34,10.6,138,43.5,25.0,34,38.2,41.5
33,FEMALE,176,105.4,17,115.6,120.0,39.5,30.0,70,42,29.2,85.0,40.0,19,25,30.0,
66,M,70.9,74,18,85.0,91.0,,28,42.8,46,25,108.6,45.0,25.0,30.0,20.0,24.4
59,Male,174.3,91.3,18.6,112.6,124,41,34.4,52.3,,35.9,121,42,24,35.4,28,38.9
20,Male,175.0,93,17,1008.0,,43.9,31,68,41.6,32,102,46.3,23,42,39,33.5
20,Male,175.0,92.4,17,1008.0,,42.2,31,68,41.6,32,102,46.3,23,41.5,39,33.5
30,Female,155.0,72.5,15,119,112.5,36.9,39.3,55.0,,27.6,150.2,32.9,25.0,32.9,48,34.6
69,Female,167.9,113.2,14.5,105.1,133,,45,52,,26.2,112.8,35.0,20.0,40,54,43.8
29,female,160.0,59,15.7,68.9,82,30,40.0,65.0,34,27,105.0,38,23,26,30.0,18.7
23,M,178,124,18,102,109,49.5,42.5,55.1,45,30.0,94,41.2,,16.7,34,52.7
35,FEMALE,159.7,65.0,16,85,115,34.0,33,62.1,38,29,111.4,31,24.1,43.4,42,22.9
22,M,166,72,16.3,68.0,100.0,38.7,,62,40.0,30,110.0,51,22,40.0,26,29.1
19,female,156,69.0,17,92,102,36,43.0,69.0,49.2,24.9,105.0,38,19.1,27.8,32,24.8
70,m,171,70.0,19,84.8,121.1,35.0,25.2,47.8,40.0,33.2,,44,,28.1,28.7,31.0
40,Female,158,67,17.3,70,99.4,32.0,16.1,63,41,26,99,40.0,18.0,,37.8,27.6
49,Male,182,125.0,20.0,119,112,38,46.9,55,37,26,94,43.3,23,38,38,58.6
59,M,163.7,200.7,17,108,104,40.0,40,54,35.0,36,111,44.3,23.1,34,40.0,44.0
49,Female,149,93,15,115.0,127.1,35.0,45,68,32,28,,41,20.0,32,49,29.5
65,male,185,88,211.0,101,106,40.0,36,45.0,42,29,97,46,25.0,338.0,25,38.1
72,m,171,96,18,126,118.4,39.3,35.2,65.0,45.0,31,85.0,44,21,38,38,39.3
56,FEMALE,162.9,121,18,153,120,40,50.9,,46.3,24,122.4,42.3,23,44.0,50,
34,male,171,115.0,19,111,128,41,45.0,81,42.0,30.7,111,47,25.0,39,24,39.0
56,MALE,180.2,107,18.5,108,,45,38,60.5,45,32.9,117,42,20.0,35.0,32,49.9
31,Male,181,110.0,21,103.1,115.0,40.2,45.0,62,41,30.0,122,52,20.4,38.7,,51.3
36,male,171.5,90.0,17,107,120.0,36,39,63,42.1,30.0,107.4,38.6,24,30.4,36.3,36.3
27,m,171,82.4,17.4,82.0,35.6,39,20,58,35.0,29.4,101.5,40.0,23.8,40.0,23,32.2
54,Male,184.5,104,18.9,120,124,36.1,35.3,63.7,39,,92.3,46,26,40.2,28,34.6
71,male,179.1,85,20.6,109.8,114,39,13.8,64,41,33,92,47.9,,33,30,31.9
19,FEMALE,173.8,83,16.1,76,171,30,26,65.4,39.6,26,87,40,19,42,40,27.2
42,f,154,73,14.6,1119.0,137,34,39.7,69,44.2,26.0,96,35.0,23,46,45,29.7
48,M,169.7,75.0,23,48.0,114,40,32.1,59,40.5,30,104,38,21,37,,35.9
70,Female,155.0,554.0,14,79,108.2,33.6,20,56,46,20.0,100.8,13.8,22,26.3,29,
20,M,180,95.0,17.4,111,95,37,41,61.8,38,35,104.6,47,22.0,46,16,45.5
21,M,175,63.0,20.0,110.0,96,35.0,27,58,35.0,,87.1,46,20,36,20.0,
29,M,181.9,90,19,28.0,127.5,40.0,27,63.3,40.0,299.0,96,44.2,23,39,31,31.3
63,female,159,94,17.5,95.0,138.1,38.0,39.2,54,40.0,25.0,121.7,43,20.0,30.2,51,50.6
63,female,159,94,17.5,95.0,139.1,38.0,39.2,54,40.0,25.0,122.7,43,20.0,30.2,51,49.4
36,F,166,78.5,16.0,77.8,110.5,30.0,36.7,63.5,40.0,25.0,90.0,38,24,29,41,26.5
53,MALE,1800.0,113,19.2,140.0,102.5,36,40.0,56,36,32,116,45,21,41,44.2,37.4
47,MALE,68.8,85.1,,114,123.4,33.9,,54,42,30,104.4,41,21,38,19,30.0
22,f,151.6,70.0,16.1,106,,32,29.1,60.0,35.0,25.2,88,,21,25.1,48,28.3
73,female,158,50,,78,110,29.7,38,63.6,36.5,23,88.7,32,20.0,31.2,42.5,23.4
24,male,177,75.0,18.6,100.0,112.7,38.8,23,50,42.5,27.3,110,40.0,22.9,12.6,20.0,32.5
64,female,157,53.0,15.9,96.0,94,27,41.7,60.7,42.8,23,108,41.5,19,,37.3,
46,female,154,89,17,136,115,35.0,57,52,39.1,26,115.0,40.0,20.0,38.7,48.4,39.3
23,Female,157,66,14.0,93.8,115.0,30.7,35.0,60.0,35,27,89.7,339.0,9.1,30.0,43,30.2
30,M,185.2,81,18,78,112,35,21,53.0,44,28,79,45.0,26.3,35.2,28,
30,Male,174,98.2,17,111,100,40.3,34,55,43,26,92,50.0,26.6,42,30.0,
26,F,170.0,67,15,111.7,100.0,33,28.3,61,,26.5,102,39,20.7,29.6,31,24.9
33,Female,153,91,16,91,123.4,37.1,29,85.0,45.0,25.1,99.9,43,26,33,52,41.9
61,F,164,90,17,108,111.9,30.0,,61,43,26.0,105.0,,21.8,25,38,36.2
68,MALE,175,112,,124.9,117.5,45,42.4,43,41.8,30,124,,23.7,,35,56.9
70,female,145,28.0,17,156,119,33,38,58.8,35,29.2,110.0,42.0,24,26.6,53.0,32.3
46,M,171,115.9,20.0,127.5,112,42.0,40.0,64,45.0,29.0,102,38,23.3,38,36,38.0
20,m,191,93.2,18,103,94,39,30,25.0,38,29,102,45.0,25.0,33,17,
50,MALE,187,217.1,19.7,167,132,50.0,52.3,76,444.0,31,124,50,26,,50.0,
21,f,167,79,15,844.0,100,47,32.5,51,40,25,115.0,35.1,19.2,27.8,42,36.4
62,Male,197.0,73,20.0,115.2,113,33.9,53.0,58,30.0,28,,39,,33,22,32.1
62,M,171,77.9,18,110,98,42.6,34,54.0,37,25.0,76,46,26.0,35.1,29,35.8
30,female,165.0,79,16,96,140,36.4,35,55,13.8,26.9,101.9,36,23.8,35.0,38,35.8
47,F,615.0,111,17,106.8,121,35,45.0,55,35.0,30,85,46.6,23.8,32,56.7,
57,f,165.0,99.9,14,104,100,40,35,65.0,40.0,24.2,115.0,38.6,23.2,36,48.7,31.3
63,Female,149,84.2,15.0,87,1266.0,,45.0,70,32,27.3,104.0,40.5,23,37,44,45.0
70,male,171,70.0,18,88,,37,32,52.2,40,9.8,80,50,27,37,20.0,33.4
45,MALE,166.0,127,19,152.9,,43,45,67,43,33,105.0,45.6,27.3,44.9,33.1,57.9
24,Female,163,68.2,15,110,112,35.0,31.1,41,35.0,27.3,95,17.3,21,30.6,28,31.9
74,MALE,170.1,109.5,18.0,116,118.2,50.0,35,63.0,40,34,111.0,40.0,24,41.4,36,
44,Male,175.9,111,19.8,113,128.6,41.6,39,70.0,45.0,27,115.0,41,25,39,37.3,66.5
40,Male,177,143,19.5,124,131.7,47.8,44,58,32,32.7,1188.0,45.9,27,45.2,44.0,76.7
47,m,168,84,19.0,109,114,41,38,47,36,32,110.0,48,21.1,37,27,38.1
60,FEMALE,165.0,83,13,120.0,121,,39,60.0,33.2,25.0,105,35.9,23,33.7,49,
43,FEMALE,156.1,49,14,79.1,97,31,32.5,45.7,31,23,95.0,30,24.2,26.1,38,20.7
56,Female,154,95,15.0,,125.0,32,46,73.2,31,30.0,119,,23.3,35,60,
39,F,175.0,75.0,15.0,101.9,130,33,20.0,67.2,37,24,79,36,22,32.5,34,34.3
22,MALE,185.0,75.0,19,106.0,108,39,,54,37,226.0,100.9,45.0,23.5,30.6,,39.0
37,F,162.9,90.0,16.5,105.0,148.0,30,53.0,,37,27,96,38.2,23.1,35.0,25.0,39.1
67,male,169.8,96,20.0,120.0,113.9,42.3,,63,50,31.2,115,41,25.0,45.0,30.0,35.1
18,Female,156,733.0,18,69,91,39,32,60.0,38,23.8,119,39,20,35.1,46,28.8
54,female,1655.0,54,16.5,81,112,33.2,26,62.3,40.0,23,,37,22,10.2,25.0,24.8
45,Female,160,52,17,79,111,29,30.4,65.5,29,26.0,95,41,21.0,26.5,40.2,27.7
60,F,161,81,16,69,118,35,30.0,65.0,38,30.0,111,45.0,21.4,9.8,45,27.8
63,male,164,110,19,145.0,107,44.1,35,69,44,300.0,120,45.7,26,39,33.5,32.1
52,F,161.6,73,17,107,116.0,34.8,45,53.9,41,28,87,36.8,8.1,27.9,40.0,31.2
37,f,65.4,155.0,20.0,140.0,148,38,51,81.2,45.0,26,174.0,42.0,21,44.0,55.7,
65,F,150,101.7,15.0,120.0,137,40.0,52,83.5,,26,85,44,21,42,52,40.5
25,MALE,191,113,18,88.0,97.9,40.0,35,55,39,32,107,43,24,38,43,61.9
24,Female,153,66,17,93.0,108,30.0,31.7,62.1,38,27.8,86,42,20,30,25.9,27.3
66,Female,153,101,16,136,153,38,43,64,,27,106.9,40.0,23.3,39.5,60,53.6
74,Male,173,70.0,18,97.1,79.6,38,25,45.0,37.1,28.5,105.0,41.7,20.0,39,24.0,26.8
72,Male,176,95.0,21,89,175,42,35.0,59,39.1,35,120,45.0,24,15.0,22,
66,female,166.7,100.0,15.5,116,119.7,37,38.4,69,63.0,25,129,38.6,23.8,34,48,29.2
50,female,165.0,78,16.1,118,110.0,32.2,38.5,76,29,25.0,100.0,38.4,20,39,43.0,28.2
43,F,,101.4,,170.0,151.4,388.0,49.5,67.2,45.0,25,125,42.7,22,33,57.4,38.2
52,MALE,177,127,20,117,130.0,42.4,35.0,67,38,31.8,117,46.7,20.0,51,51,50.5
41,Female,167.5,40.0,15.0,108.7,103,31,37,71,20.3,24.2,75.0,34,21,29,29.4,19.6
50,male,178,82.9,19,125,110.0,42,24.6,53,39,30.0,116.7,45.5,23,37,30.0,37.4
54,f,160.0,72.9,17,107,117,31.8,25.0,52,40.0,31,100.0,40.0,22,30.8,35,
70,m,175.0,136,15.0,141,122.9,,45,59,42.7,30.0,116.5,,25.0,38,38.7,65.9
69,m,178,110.9,19,126.5,127,40.4,40,62.5,44,35.8,96,,25,40.0,36,
63,f,168,90,15,116,135.0,35.5,40,61,38,30.0,91,42,24,36.9,447.0,42.8
25,male,171,70,20.0,31.5,104,34.4,30.0,58.1,37,24,96.4,41,24,40,29,28.0
60,FEMALE,159,131.3,17,150,135,41,53,80.0,36.4,30,113,40.3,22,35.3,50,59.5
60,F,151.4,64,16,90.3,113,344.0,46,61,40.0,29,109,40.0,22,35,34,30.6
22,f,153,56,15.0,94,95.0,32,,63,42,19.6,97,42,23,25.7,19.1,20.6
37,f,159,,16,117,114.4,39,35.0,65.7,49,28.2,,40.2,19,31.1,46.2,51.8
43,Female,150.0,61,17,96.1,100.0,36,41,55.0,34,26,110.0,,21,32.6,28,25.4
34,male,171,67.2,19,94.0,112.2,40,35.0,48,36.4,27,115.0,41,25,34,23,25.9
42,F,65.0,76,17,90.0,130.0,36,74.0,55,34,25.6,79.5,34,23,28.7,45.0,21.7
35,MALE,180.0,59.7,18.3,95.0,97,30.0,34,52,40,30.0,,40,22,30.0,20,29.5
55,Female,150.0,112,16,127,139,40.0,48,77,40.0,27,113,36,26,34.9,53,48.7
64,Male,174,59,20.2,119,96,42,45.0,49,35,26,95,477.0,23.2,43.3,20.0,30.2
38,f,156,81,17,112,,38,45.1,,34,25,101,42,21.8,14.6,39.9,28.8
58,Female,165.0,59,16,104,105.0,27,36,48,37.6,22,95.0,,20.8,32,35.7,22.5
44,MALE,177.1,90,18,99,97,45,34.2,56.7,41.0,27,,45,20.9,35.8,25.0,
42,f,169.1,111,16,100.0,128,37,35,69,35.8,,115.7,39,22.0,35.0,56.4,
60,m,165.0,1114.0,20,116,121.5,41.8,37.5,69.9,40,30.0,125,43.0,26,40.2,28.7,45.7
21,male,175.0,80.6,8,93,97,43,35,55.4,40.2,30.0,97.3,48,23.5,33,25.0,
70,FEMALE,153,50,16,116.9,120.0,,33,20.1,38.5,25.0,93.9,41,21,26.5,30.0,
39,Male,180.0,70.7,17.5,95.0,96,,,62.8,44.0,28.2,110,46,24,35,15.0,32.1
55,m,183,100.0,17,128,101,40.3,366.0,60.0,36,,110.0,49,25.0,38.9,25,41.4
38,f,167,112,18.2,102,134,35.0,36,50.0,40.0,31,118.9,40.0,20.0,37.9,35.0,41.2
68,M,168.5,65.1,15,119.5,102.6,37,28,56,42,27,170.0,45.4,20,36,24,29.7
52,M,176,90.0,18,128.6,141,41,,51,39,32,96,46.0,25,39,41.9,
67,m,179,65.8,19,87.3,105.0,40.0,,52,,25.8,103.0,41,25,34.5,22.5,23.4
26,F,158,52,14,87,88.0,31,30,61.0,35,21.5,81.8,34,19,31,29.9,18.9
20,FEMALE,169,62,16.1,82,90.0,37,31,66,34.2,19.8,88.2,39,21,29,35,25.1
52,Female,154,100.3,17,125.1,154.5,40,52,,45,29,114.8,39,24,42.9,60,43.5
50,male,178.9,,17,94,101,30.8,20,61,31,10.6,118.9,,20.0,32,20.0,21.1
21,m,170.0,54,21,77,95,37,32,45.9,33,31,101,45.0,23.1,31,7.3,21.0
32,female,1164.0,99,16,140.0,50.4,37,45,63.8,39,29.7,107.3,30,24,33,74.0,38.6
69,male,,90,16.9,113,116,39.1,36,50.0,36,28,87,44.0,24,30.0,,51.3
63,F,158,96,17,102.4,120.0,39,45,,,28.5,101,38,20,27.4,38.5,48.9
32,M,179,53.3,18,,94.5,440.0,32,51.5,35,25.0,103.6,47,22,25.0,5.0,
56,male,184.5,108,19.2,75.0,,40.8,36.3,555.0,38,33.2,142.6,44,27,40.0,33,40.8
53,Male,184,101.5,16,103,113,36,27.4,63.3,35.0,30,112,52.5,25.0,30.7,28,45.2
20,FEMALE,155.0,35,16.6,85,75.0,28.8,25,51,35.0,26,93,43.2,20,32.2,43,12.9
49,M,175,75.0,19,104,96.6,30.1,33,64,40.9,25.0,35.4,45,23.5,34.1,25.0,40.3
41,Female,156.4,65,17,81,129,35,34,60,30,26,115.8,34,17.3,30.4,35.0,29.2
25,MALE,183.4,108,20.0,91,95.5,38.8,33,67,37.6,25.0,106.1,45,24,,32,57.7
74,female,164,,17,128.7,126.3,36,,71.9,40.1,27,95.7,45.0,23.0,34.9,30,38.3
23,f,154,35.0,15,75,94.2,27,11.3,56,29,20.0,97.3,34,22.1,35,40.0,
18,FEMALE,152,59,15.0,79.5,126,36,33,59,35.0,30.0,89.8,25.5,19.7,32.3,35,22.9
61,MALE,176,106,18,119,105.0,38,38,65,41.3,11.8,105,46,23,40.7,35,
55,MALE,173,100,19,140.5,125.0,40.0,35,83,35,31.0,111.6,43,25,39,29,45.2
67,FEMALE,157,100.0,18,155.0,121.2,28.0,33,68,38.6,27.1,114,40.1,24,26,59,48.5
64,m,172.4,109,29,138.7,126,40.3,31,66,38,31,116,46,25,40.0,32,58.5
46,Male,160,50.0,15.5,110.3,100.0,35.0,35,43.4,35,27,111,35,24.6,40.7,15.0,16.4
40,Male,171.3,106.8,19,148,109,56,40,56,63.0,29.1,115.3,40.1,24,39,53.0,48.3
18,f,161.9,73,17,73,111,34,27.1,50,40.3,28,115.0,45.0,18.6,39.4,45,
64,f,145,79.6,14.8,109,110.9,35,33.3,60.0,40.7,24,105,40,20,,33.5,30.4
26,Male,179,52,16.5,60.0,101,29,23.9,40,38,29,93,42.1,25.0,34,18,
57,f,170.5,100.0,18,117,159,34.0,36,64,37,28.2,106,38.7,21,30.0,58.8,45.9
28,m,177,,17,90.0,105,34,35.5,65.0,37,25,87,50,25,45.5,25.0,
67,Female,145.4,48,15.0,94,124,31,38.9,65.0,40.2,27.1,115,34.8,24.4,24.3,46.6,23.8
47,Male,1170.0,105.0,17.7,,106,40.0,42,62.1,45.0,36,90.0,45,24,44.2,35,49.3
48,female,160.0,60.0,15.0,76.4,90,30.3,40,49.8,,24.2,82.3,39,24,29.2,39,27.9
56,F,519.0,78.1,15,81,149.4,35,38,63,21,29,99,35.8,23,36.1,48,
43,female,151,43,71.0,75.0,119,34,26.6,55.0,,28.2,91,,20.0,,27,18.0
53,male,185.0,90.0,119.0,92,85.7,42,37,63,38.4,32.4,92,46,22,34,20.0,35.6
39,M,177,92,17.6,101,122,400.0,39,60,38,31,110.0,47,21.5,33,32.0,40.6
52,male,170.3,59,7.1,92.4,106,37,35,65,35.8,28.7,87,40.0,7.7,36.6,15,24.5
26,F,166.8,88.4,18,98,103.8,35.0,25.0,70,41,29.4,110,33.4,23.6,24.1,55.0,35.1
50,Female,160.0,105.0,17,140.0,127,35.0,37,64,73.0,25.2,100,45,21,39.4,50,49.7
71,FEMALE,156.2,65,6.7,100,108,35,35.0,58.8,42,24.2,110.0,36,22,35,38.8,31.1
43,Male,174,,15.0,108,125,40.0,37,70.0,42.1,31,118,46.0,22,39,45.3,38.2
44,Female,161.6,77.5,17,110,132.3,31.8,45.3,37,45.0,24,94.1,42,22.3,30,30,34.2
65,F,160.8,80,14.5,115.0,1122.0,34.0,30,65.1,44,26.9,100,45.0,21.5,,49.3,37.6
50,m,164,71.6,,103,114.9,42.3,36.1,54,38,30.0,130.0,42.4,21.6,32,24,31.9
23,MALE,163,109,18.2,111,141.3,,,61,43.0,30.0,113.6,40,25.0,,35.0,48.8
34,M,180.0,80,17.1,72.2,109,40,24,71,39.9,25.0,108,40,23,33.9,22,
73,M,171.0,81.5,19,92.1,105.0,35,32.1,55.0,43,28,103,49,22,,33.4,33.6
29,F,155,75.0,15.0,75.3,99,36.9,37,69,38.9,26,113.9,36,19.6,39.4,12,32.7
71,FEMALE,157.9,85.7,,88,102,53.0,36.2,60.0,35.0,23.8,105,44,21,35.0,45,
55,MALE,167,105.8,20,107.4,132,45.0,41,59,46.0,29.8,134.0,49,21,15.6,40,41.5
24,Female,159,35,15,60,112,32,33,49,35.0,24,87.6,39.8,22.1,28.2,41.1,14.2
43,male,179,112.0,17.3,130.0,105.0,41.3,40.5,59,40.0,,140.0,43.8,26.4,45,31,
30,MALE,189,97,19,105.4,98.4,35.0,29.0,50,41,28.8,84.2,43,24,38.2,20,37.2
22,FEMALE,,79,15.0,78,100,38.3,35,66,50.0,29.6,123,40.0,20.0,36.0,44.4,29.8
24,f,63.0,49,16,82.4,95,35.0,20,60.0,34,25,121,42,20,25.8,31,26.7
73,male,184.0,101.3,18,114,115,36.2,,56,37.0,30,101,52.3,23.7,40.9,22.2,41.8
64,F,159.6,108,18,146,107.7,39.7,45.0,70,38.7,28,121,38.2,23,36.5,56,39.8
