Age,Gender,Weight(Kg),Height(cm),Muscle(%),Body Fat(%),Daily Average Calorie Intake,Daily Average Protein Intake(g),Daily Average Fat Intake(g),Daily Average Carb Intake(g),Daily Average Sugar Intake(g),Exercise per week,Waist circumference (cm),Hip circumference (cm)
18,1,43,166,79,13,3318,77,92,546,114,6,35,28
24,0,75,162,63,22,-322,120,-9,-180,-41,4,33,52
29,1,76,174,72,17,2390,99,66,350,67,1,36,41
56,0,75,173,55,20,-258,105,-7,-154,-32,2,27,32
26,1,83,182,74,16,2948,116,82,436,91,2,43,46
28,0,65,168,68,16,-193,78,-5,-115,-17,0,27,36
23,0,61,171,62,24,-225,79,-6,-122,-12,1,27,27
27,1,73,185,78,12,2459,95,68,367,72,1,35,35
23,1,56,163,79,11,2644,84,73,413,82,3,24,27
48,1,56,160,70,15,2120,78,59,319,60,2,17,27
24,1,80,174,83,7,2836,112,79,419,82,2,43,46
58,0,56,166,48,27,-225,73,-6,-116,-19,1,28,29
30,1,67,172,76,13,1920,80,53,281,48,0,30,25
58,0,50,152,48,28,-258,70,-7,-119,-18,2,25,41
69,0,71,160,44,29,-258,99,-7,-148,-22,2,32,34
28,0,61,170,50,34,-290,92,-8,-146,-31,3,33,29
21,0,57,165,61,25,-225,74,-6,-117,-22,1,15,24
58,0,50,163,48,27,-258,70,-7,-119,-29,2,16,24
36,0,53,158,48,34,-258,74,-7,-123,-33,2,17,29
52,1,96,182,62,22,2580,125,72,358,70,1,36,62
24,0,63,166,63,22,-225,82,-6,-125,-19,1,32,28
24,1,55,170,75,15,1797,66,50,271,49,0,21,20
52,0,57,169,48,29,-386,103,-11,-175,-31,6,32,30
60,0,73,164,48,27,-354,124,-10,-190,-40,5,32,36
33,0,66,171,61,21,-419,125,-12,-203,-40,7,32,34
18,0,65,163,64,23,-290,98,-8,-152,-33,3,26,38
29,0,54,158,58,26,-225,70,-6,-113,-21,1,27,30
25,0,48,151,60,25,-290,72,-8,-126,-24,3,12,9
19,1,53,171,80,11,2112,69,59,326,68,1,25,24
58,0,54,164,53,22,-225,70,-6,-113,-23,1,17,18
19,0,49,160,70,17,-419,93,-12,-171,-36,7,12,26
23,1,92,185,72,18,3539,138,98,526,117,3,39,53
21,0,51,166,70,16,-258,71,-7,-120,-32,2,19,35
19,1,70,172,72,19,2696,98,75,407,84,2,30,37
64,1,60,179,64,17,3369,108,94,523,101,6,26,33
58,0,62,168,49,26,-354,105,-10,-171,-32,5,27,22
27,1,72,183,76,14,2774,101,77,419,87,2,31,41
63,1,61,167,69,12,1881,79,52,274,55,1,21,29
30,0,57,157,60,23,-258,80,-7,-129,-22,2,23,26
26,1,59,180,74,16,2862,88,80,448,95,3,26,36
70,0,58,166,50,20,-258,81,-7,-130,-20,2,29,27
60,0,73,179,54,19,-290,110,-8,-164,-35,3,34,37
61,0,70,173,47,28,-290,105,-8,-160,-28,3,31,46
25,1,85,184,85,5,2632,110,73,384,83,1,37,44
18,1,71,173,87,5,3412,114,95,525,112,4,34,39
59,0,59,159,46,29,-193,71,-5,-108,-25,0,21,22
62,1,58,171,67,15,1881,75,52,278,62,1,36,27
57,0,74,185,56,18,-290,111,-8,-166,-29,3,24,43
23,1,61,169,77,13,1868,73,52,277,55,0,17,39
28,1,61,174,76,13,3438,104,96,540,119,5,26,35
26,1,44,172,77,13,2224,62,62,354,77,2,24,26
58,1,86,176,62,21,2010,103,56,274,54,0,44,40
29,0,70,163,67,17,-225,91,-6,-134,-35,1,32,36
63,1,77,180,67,14,2219,100,62,315,59,1,36,45
52,1,82,172,69,15,2296,107,64,323,67,1,37,42
22,1,71,183,76,15,2798,99,78,425,91,2,31,35
64,1,59,170,62,20,1872,77,52,274,53,1,19,31
25,0,61,164,64,21,-290,92,-8,-146,-22,3,24,44
46,1,62,169,65,21,2322,87,64,350,66,2,24,32
49,0,51,155,53,25,-290,76,-8,-130,-28,3,6,25
52,0,64,166,48,30,-225,83,-6,-126,-28,1,25,40
49,1,74,179,76,8,2590,104,72,382,76,2,31,29
68,1,61,176,67,13,1650,73,46,236,40,0,25,30
30,1,52,164,78,11,2520,78,70,394,83,3,22,22
61,1,75,184,64,18,1920,90,53,271,59,0,30,44
33,1,76,186,72,16,3878,129,108,598,126,5,28,36
63,1,76,178,72,9,2188,99,61,311,63,1,28,37
21,1,70,185,83,8,2810,98,78,429,84,2,21,36
21,1,74,178,86,5,2454,96,68,364,75,1,27,40
63,0,54,162,50,23,-258,76,-7,-125,-27,2,23,19
29,1,60,173,79,10,1850,72,51,276,44,0,21,40
62,0,59,163,44,31,-258,83,-7,-132,-24,2,28,37
44,1,72,172,73,13,2212,94,61,322,53,1,26,46
70,0,56,152,43,29,-225,73,-6,-116,-21,1,29,5
26,0,48,151,59,26,-225,62,-6,-105,-25,1,20,19
61,1,58,167,57,26,2648,93,74,402,89,4,26,34
54,0,79,177,48,29,-225,103,-6,-146,-31,1,24,52
64,1,67,173,73,7,2298,94,64,336,59,2,28,34
28,0,67,153,63,21,-258,94,-7,-143,-37,2,30,33
49,0,48,159,55,22,-386,86,-11,-158,-22,6,17,39
63,1,65,169,64,18,2234,91,62,328,61,2,33,41
25,1,59,175,75,15,2189,77,61,333,69,1,27,17
25,1,66,161,79,11,1856,79,52,268,54,0,28,29
25,1,55,168,79,11,2368,77,66,366,75,2,30,35
57,0,52,157,38,40,-322,83,-9,-143,-22,4,27,13
57,1,83,189,62,21,3462,133,96,516,102,4,47,35
24,1,78,178,80,10,3555,125,99,541,115,4,36,30
18,0,48,163,67,20,-258,67,-7,-116,-18,2,23,14
63,0,60,161,47,27,-322,96,-9,-156,-27,4,27,28
30,0,58,165,66,17,-354,99,-10,-165,-37,5,27,25
22,1,53,177,86,5,3062,85,85,489,93,4,33,27
24,1,74,169,79,11,2354,96,65,346,69,1,24,24
65,0,53,164,41,34,-419,101,-12,-179,-30,7,28,36
32,0,54,172,59,24,-290,81,-8,-136,-22,3,18,43
63,1,80,177,65,17,2873,120,80,418,77,3,42,38
25,0,44,148,62,23,-290,66,-8,-120,-17,3,19,27
70,0,55,153,36,39,-290,82,-8,-136,-31,3,21,37
25,0,55,159,74,11,-290,82,-8,-136,-25,3,22,28
20,0,51,157,55,31,-258,71,-7,-120,-28,2,27,30
23,1,69,178,79,11,4062,124,113,637,135,6,37,38
25,1,77,183,80,10,4305,139,120,667,136,6,35,45
34,1,57,168,72,16,2619,86,73,404,82,3,36,30
24,0,61,170,62,23,-225,79,-6,-122,-17,1,24,44
28,1,56,194,81,8,2620,78,73,413,86,2,32,30
19,1,75,175,73,18,2455,98,68,363,75,1,29,37
68,1,51,175,67,13,1776,66,49,268,53,1,22,28
23,0,66,170,63,23,-225,86,-6,-129,-33,1,31,24
70,1,51,164,61,20,1666,66,46,247,48,1,14,35
77,1,59,180,63,15,2136,83,59,318,65,2,24,20
64,1,72,191,64,17,3198,115,89,484,89,4,31,36
20,1,55,169,82,9,1814,66,50,275,59,0,19,27
53,0,54,156,53,23,-290,81,-8,-136,-32,3,21,27
32,0,61,167,60,23,-322,98,-9,-158,-37,4,18,35
18,0,61,164,56,31,-419,116,-12,-194,-41,7,21,39
23,1,57,169,74,16,2426,80,67,376,79,2,32,26
21,1,73,172,86,5,3069,110,85,466,89,3,35,31
53,1,72,182,68,16,2876,108,80,431,83,3,25,41
24,1,79,180,79,11,2880,111,80,429,85,2,24,35
59,0,65,161,51,24,-354,110,-10,-176,-33,5,36,35
51,0,55,159,57,20,-258,77,-7,-126,-24,2,23,21
56,1,68,172,65,18,2072,88,58,300,63,1,14,36
55,0,59,172,59,16,-419,112,-12,-190,-44,7,27,22
51,1,54,173,71,13,2742,86,76,428,84,4,38,28
23,1,42,177,78,12,3116,71,87,512,106,5,17,10
30,0,47,158,53,31,-419,89,-12,-167,-34,7,15,23
62,0,54,157,50,24,-386,97,-11,-169,-30,6,20,27
26,0,55,164,60,25,-225,72,-6,-115,-27,1,18,37
24,1,66,168,85,5,2233,86,62,333,72,1,32,38
30,0,58,159,59,24,-290,87,-8,-142,-25,3,21,38
29,1,44,178,75,14,1977,57,55,314,68,1,29,21
21,0,73,170,63,23,-225,95,-6,-138,-17,1,32,34
20,0,52,166,55,31,-258,73,-7,-122,-26,2,22,21
20,0,66,158,65,22,-290,99,-8,-154,-40,3,28,23
59,1,69,163,57,27,1986,90,55,283,51,1,34,34
31,1,57,161,76,13,2282,80,63,349,67,2,39,41
51,1,91,183,65,20,3247,136,90,473,93,3,42,40
28,1,60,175,76,13,2182,78,61,330,68,1,29,30
58,0,49,161,51,24,-258,69,-7,-118,-25,2,28,28
54,0,58,157,54,22,-225,75,-6,-118,-27,1,18,40
25,0,69,169,67,18,-258,97,-7,-146,-29,2,19,41
31,1,94,179,71,18,3818,150,106,566,120,4,51,50
49,0,50,172,51,27,-193,60,-5,-97,-21,0,20,34
66,0,57,161,41,34,-354,97,-10,-163,-32,5,27,34
63,0,71,172,48,26,-290,106,-8,-160,-34,3,34,44
25,1,51,160,71,19,1668,61,46,252,47,0,25,18
25,0,53,159,71,14,-225,69,-6,-112,-26,1,25,26
57,1,64,181,70,13,1790,77,50,258,52,0,22,21
20,0,65,177,57,29,-322,104,-9,-164,-31,4,29,45
49,0,59,175,57,20,-258,83,-7,-132,-27,2,24,31
67,0,58,157,40,35,-258,81,-7,-130,-36,2,27,35
18,1,71,176,76,16,2760,99,77,418,84,2,34,37
32,1,67,164,72,16,2156,87,60,317,70,1,28,20
55,1,70,180,77,5,3110,112,86,472,92,4,25,36
70,1,69,167,63,17,1944,90,54,274,62,1,37,32
55,0,65,166,50,26,-258,91,-7,-140,-28,2,32,32
28,1,68,173,80,9,2927,102,81,448,86,3,31,29
24,1,86,174,81,9,2932,120,81,431,90,2,39,39
26,0,48,162,53,32,-225,62,-6,-105,-25,1,15,29
29,1,77,175,67,22,2068,92,57,297,63,0,38,29
63,1,55,176,66,15,2144,77,60,324,59,2,19,27
58,1,72,176,65,18,2149,94,60,308,65,1,36,31
51,1,59,167,65,20,2768,94,77,425,79,4,23,25
57,1,74,173,76,6,1850,89,51,259,48,0,38,37
21,0,44,161,70,16,-258,62,-7,-111,-27,2,23,24
72,0,65,165,43,29,-290,98,-8,-152,-30,3,23,19
29,0,63,164,53,31,-386,113,-11,-185,-38,6,28,29
59,0,59,167,50,25,-225,77,-6,-120,-33,1,26,51
71,0,71,172,47,24,-225,92,-6,-135,-27,1,32,30
32,0,53,158,62,21,-354,90,-10,-156,-33,5,18,40
21,0,37,158,66,20,-258,52,-7,-101,-17,2,15,37
26,0,61,161,64,21,-258,85,-7,-134,-26,2,24,52
30,1,66,166,66,23,2174,86,60,322,57,1,27,28
55,1,52,164,72,11,1785,68,50,266,50,1,29,22
21,1,61,179,85,6,2606,85,72,404,81,2,32,28
28,1,56,156,73,16,1960,73,54,296,58,1,26,23
24,1,57,179,80,10,2203,74,61,340,76,1,22,38
25,0,49,157,54,31,-225,64,-6,-107,-28,1,23,21
24,0,55,157,64,21,-322,88,-9,-148,-24,4,27,30
26,0,42,174,69,16,-258,59,-7,-108,-20,2,9,26
23,0,57,158,65,21,-290,86,-8,-140,-25,3,15,37
23,1,65,163,75,15,2182,84,61,324,65,1,37,28
25,0,61,157,62,23,-225,79,-6,-122,-21,1,18,41
24,1,66,163,79,11,2815,99,78,429,79,3,40,33
55,0,58,154,42,35,-193,70,-5,-107,-20,0,22,20
29,0,50,155,62,22,-258,70,-7,-119,-28,2,17,21
30,1,75,177,77,12,3080,112,86,464,89,3,37,27
69,1,42,150,53,29,1221,50,34,179,33,0,31,24
29,1,55,177,77,12,2123,72,59,326,68,1,30,28
64,0,53,168,48,25,-258,74,-7,-123,-25,2,17,32
66,1,74,178,75,5,3055,118,85,454,98,4,29,38
56,0,66,173,51,25,-290,99,-8,-154,-35,3,24,60
28,0,62,161,60,24,-193,74,-5,-111,-15,0,28,38
63,0,60,164,43,32,-258,84,-7,-133,-21,2,26,33
28,0,69,169,53,31,-193,83,-5,-120,-25,0,22,48
62,1,60,173,62,20,2477,90,69,374,73,3,30,36
22,0,50,164,63,23,-290,75,-8,-130,-31,3,26,20
40,1,55,172,67,20,2860,88,79,449,83,4,22,19
58,0,63,167,49,26,-225,82,-6,-125,-21,1,21,40
23,1,60,168,74,16,2156,78,60,326,63,1,23,28
56,0,53,150,41,36,-193,64,-5,-101,-16,0,19,24
75,1,76,179,64,15,1810,91,50,249,55,0,26,32
26,0,41,162,77,8,-258,57,-7,-106,-20,2,13,20
46,1,64,169,74,11,3237,109,90,498,104,5,20,32
23,0,75,159,75,11,-225,98,-6,-141,-33,1,34,45
29,0,55,163,74,10,-258,77,-7,-126,-24,2,29,52
26,1,70,180,76,14,2380,91,66,356,72,1,30,35
52,0,57,160,56,20,-322,91,-9,-151,-27,4,22,37
54,0,56,164,52,24,-193,67,-5,-104,-20,0,23,30
26,1,49,164,75,15,1946,64,54,301,56,1,22,31
30,1,60,193,83,6,2990,90,83,471,95,3,24,24
22,0,56,159,58,28,-322,90,-9,-150,-36,4,24,23
65,0,68,163,47,26,-193,82,-5,-119,-14,0,27,33
55,1,72,183,73,10,2550,101,71,377,77,2,44,29
70,0,70,163,47,24,-258,98,-7,-147,-36,2,23,33
28,1,66,175,68,21,2266,86,63,339,70,1,26,27
27,1,59,165,84,5,2088,77,58,314,81,1,35,24
23,1,80,191,86,5,2637,104,73,391,74,1,43,39
25,1,74,197,85,5,3332,111,93,513,94,3,38,42
55,0,69,169,53,23,-322,110,-9,-170,-38,4,29,49
24,1,67,173,74,16,2618,94,73,396,87,2,26,35
24,0,53,158,75,10,-258,74,-7,-123,-28,2,28,17
22,0,61,156,71,15,-225,79,-6,-122,-26,1,23,34
23,1,57,175,75,15,4040,108,112,650,126,7,25,33
31,0,50,153,64,19,-386,90,-11,-162,-27,6,27,30
63,1,67,187,70,11,3363,114,93,518,108,5,20,31
28,1,76,181,76,13,2108,91,59,303,59,0,47,37
24,1,53,174,78,12,2404,74,67,376,72,2,14,28
34,0,44,160,56,26,-290,66,-8,-120,-30,3,21,29
32,1,69,177,75,13,2626,97,73,395,75,2,25,37
25,1,52,154,81,9,2452,78,68,382,65,3,21,27
61,0,70,160,49,25,-258,98,-7,-147,-28,2,35,47
63,0,43,149,49,25,-258,60,-7,-109,-10,2,18,31
26,1,73,180,80,10,4152,131,115,648,123,6,35,43
31,0,44,149,63,20,-258,62,-7,-111,-23,2,11,26
48,0,57,158,58,19,-354,97,-10,-163,-30,5,26,32
23,0,56,159,73,13,-193,67,-5,-104,-15,0,8,34
53,1,48,160,66,18,1708,62,47,259,51,1,40,16
57,1,67,173,69,14,2942,107,82,444,84,4,30,20
26,1,46,163,82,8,1895,60,53,294,62,1,12,28
19,1,60,160,87,5,2718,90,76,418,83,3,25,37
25,0,64,166,65,20,-258,90,-7,-139,-31,2,24,40
50,0,57,164,51,27,-225,74,-6,-117,-23,1,23,33
25,0,54,164,64,21,-322,86,-9,-146,-30,4,20,23
20,1,57,168,81,10,2440,80,68,377,73,2,24,30
59,1,59,173,65,18,2210,83,61,332,76,2,26,27
25,0,57,171,68,17,-258,80,-7,-129,-20,2,33,51
25,1,81,172,85,5,3530,130,98,532,108,4,44,44
26,0,51,145,74,11,-193,61,-5,-98,-19,0,19,37
18,1,80,175,87,5,2532,104,70,372,71,1,40,36
68,0,52,162,37,38,-290,78,-8,-132,-30,3,17,36
18,0,48,160,63,24,-258,67,-7,-116,-21,2,20,30
27,0,49,155,63,21,-258,69,-7,-118,-23,2,26,26
37,0,49,156,54,28,-225,64,-6,-107,-14,1,27,43
26,1,93,189,80,10,2781,121,77,401,78,1,41,57
18,1,69,167,79,13,3298,110,92,508,100,4,38,29
22,1,76,176,81,10,2457,99,68,362,75,1,37,32
20,1,66,166,74,17,2564,92,71,389,79,2,43,35
29,1,68,181,81,8,2340,88,65,351,65,1,25,26
27,0,57,159,59,25,-290,86,-8,-140,-36,3,15,28
19,1,64,176,87,5,2970,96,82,462,92,3,29,37
30,0,54,157,58,26,-225,70,-6,-113,-26,1,24,28
25,0,51,154,60,25,-258,71,-7,-120,-14,2,15,23
49,0,56,155,49,29,-225,73,-6,-116,-23,1,18,39
48,1,66,174,69,16,2420,92,67,362,69,2,40,37
23,1,71,169,70,20,2650,99,74,397,90,2,33,38
18,0,65,160,60,27,-225,84,-6,-127,-32,1,28,24
64,0,69,171,49,24,-290,104,-8,-158,-35,3,28,38
60,0,48,148,48,27,-225,62,-6,-105,-20,1,28,10
54,1,55,173,68,15,3006,94,84,468,88,5,23,36
21,0,90,177,70,16,-225,117,-6,-160,-33,1,32,44
65,1,66,175,65,16,2007,86,56,290,55,1,29,42
18,0,58,161,64,23,-225,75,-6,-118,-26,1,30,29
50,0,41,155,60,16,-193,49,-5,-86,-21,0,13,16
27,0,72,174,60,24,-225,94,-6,-137,-25,1,29,50
59,0,60,157,53,21,-193,72,-5,-109,-19,0,30,40
21,0,64,163,62,24,-193,77,-5,-114,-21,0,27,51
69,1,67,179,61,20,2608,100,72,390,74,3,44,24
54,0,53,160,51,25,-419,101,-12,-179,-28,7,26,26
52,0,63,161,49,28,-354,107,-10,-173,-32,5,23,39
74,0,63,162,46,24,-225,82,-6,-125,-22,1,32,41
18,1,75,177,86,6,2834,105,79,426,79,2,40,41
27,1,55,162,78,12,3724,104,103,595,121,7,15,31
29,0,49,158,48,36,-258,69,-7,-118,-23,2,21,27
18,1,86,188,80,12,2730,112,76,400,84,1,49,44
28,1,83,189,77,12,2627,108,73,384,82,1,35,37
28,0,81,168,69,15,-290,122,-8,-176,-35,3,31,52
20,1,71,175,80,11,2050,85,57,299,63,0,26,33
24,0,48,166,57,28,-290,72,-8,-126,-23,3,18,29
23,0,57,159,62,24,-225,74,-6,-117,-24,1,30,28
19,0,79,180,64,23,-225,103,-6,-146,-35,1,30,39
27,1,53,167,76,14,1732,64,48,261,54,0,33,41
33,0,49,157,65,17,-322,78,-9,-138,-25,4,19,16
18,0,64,168,68,19,-354,109,-10,-175,-29,5,23,33
25,0,35,160,77,8,-193,42,-5,-79,-13,0,20,27
65,1,60,182,65,16,2552,90,71,388,73,3,22,30
58,0,63,166,59,14,-258,88,-7,-137,-27,2,26,38
21,0,49,163,70,16,-354,83,-10,-149,-30,5,13,21
31,0,39,152,49,34,-290,58,-8,-112,-17,3,19,27
74,1,63,179,61,18,1937,82,54,281,61,1,27,36
61,1,65,173,70,12,2004,84,56,291,50,1,13,40
53,0,51,158,56,20,-225,66,-6,-109,-16,1,14,30
23,1,63,176,74,16,2916,94,81,453,89,3,32,27
19,1,59,178,78,13,2258,77,63,346,74,1,24,37
62,1,60,165,65,17,2122,84,59,314,74,2,38,31
21,1,65,173,79,12,2284,84,63,345,73,1,32,27
61,1,63,180,66,16,2037,82,57,299,75,1,27,31
68,1,72,176,63,18,2079,94,58,295,59,1,30,36
34,1,80,193,75,13,3314,120,92,502,98,3,33,33
30,1,93,180,82,7,2674,121,74,381,77,1,48,41
25,0,57,168,62,23,-225,74,-6,-117,-20,1,17,33
18,1,70,181,86,6,2445,91,68,367,71,1,31,34
23,0,66,161,67,19,-225,86,-6,-129,-34,1,23,38
68,1,74,185,64,16,2186,96,61,313,65,1,36,39
25,1,98,189,77,13,3266,137,91,475,97,2,43,44
53,1,80,175,68,16,2287,104,64,324,65,1,29,33
26,1,49,170,82,8,1713,59,48,261,54,0,33,16
24,1,72,173,72,18,2698,101,75,405,84,2,18,35
28,1,62,169,69,20,2158,81,60,324,71,1,31,30
28,1,53,169,84,5,2032,69,56,313,61,1,21,23
30,0,73,171,59,24,-322,117,-9,-177,-47,4,24,31
58,0,69,167,38,39,-225,90,-6,-133,-34,1,26,33
24,1,79,177,78,12,4275,142,119,659,127,6,26,43
49,0,65,172,57,20,-193,78,-5,-115,-18,0,22,34
31,1,81,169,82,7,2746,113,76,402,78,2,35,49
58,1,104,183,64,19,3418,156,95,485,102,3,39,44
67,0,43,160,48,24,-258,60,-7,-109,-14,2,22,31
47,0,63,170,45,34,-225,82,-6,-125,-22,1,29,33
22,0,65,167,62,24,-354,110,-10,-176,-42,5,27,34
31,0,80,171,55,28,-322,128,-9,-188,-44,4,30,35
25,0,82,174,69,16,-258,115,-7,-164,-29,2,30,52
67,0,59,162,51,21,-322,94,-9,-154,-30,4,25,13
61,1,75,178,69,13,2812,112,78,416,80,3,37,47
60,0,56,158,46,29,-354,95,-10,-161,-22,5,25,32
21,1,89,194,75,16,3604,134,100,542,112,3,42,47
31,1,55,169,78,11,2039,72,57,310,62,1,31,26
21,0,68,166,65,21,-322,109,-9,-169,-39,4,25,47
64,1,71,185,59,23,2172,92,60,316,70,1,34,41
28,1,77,179,74,15,3858,131,107,593,106,5,40,40
21,1,79,180,77,14,2904,111,81,433,83,2,17,44
18,0,47,153,65,22,-386,85,-11,-157,-26,6,17,18
70,1,74,187,74,5,2502,104,70,364,77,2,32,39
65,0,63,167,42,33,-258,88,-7,-137,-20,2,21,38
70,1,72,166,57,24,2542,108,71,368,80,3,50,44
27,1,66,173,81,9,3545,112,98,554,116,5,29,24
28,1,76,171,79,10,2710,106,75,403,80,2,37,48
46,1,59,166,69,16,1683,71,47,244,51,0,33,41
60,1,62,161,68,14,1864,81,52,268,51,1,26,31
59,0,63,172,43,33,-290,94,-8,-148,-29,3,25,37
26,1,78,184,77,13,3971,133,110,612,116,5,33,30
26,0,55,174,65,20,-322,88,-9,-148,-28,4,19,28
56,1,60,176,60,24,1710,72,48,248,52,0,18,36
24,0,61,167,60,25,-225,79,-6,-122,-27,1,34,34
47,0,54,158,44,35,-225,70,-6,-113,-15,1,22,22
20,1,91,189,82,9,2795,118,78,405,78,1,46,37
52,1,64,172,68,16,3504,115,97,543,112,6,32,36
32,0,89,170,72,10,-258,125,-7,-174,-43,2,25,55
22,1,64,166,77,14,3145,102,87,488,97,4,28,45
20,1,48,169,86,5,2018,62,56,316,66,1,22,23
32,1,57,165,79,9,2314,80,64,354,67,2,29,39
25,1,57,169,78,12,1808,68,50,272,46,0,30,38
20,0,42,159,61,25,-258,59,-7,-108,-23,2,11,23
49,1,82,187,71,14,2798,115,78,409,83,2,34,42
21,0,69,173,65,21,-225,90,-6,-133,-29,1,32,41
30,0,83,164,65,18,-225,108,-6,-151,-37,1,28,39
56,0,76,174,57,18,-225,99,-6,-142,-30,1,24,38
21,0,58,162,69,17,-225,75,-6,-118,-27,1,29,27
64,1,60,175,70,11,1930,78,54,283,59,1,25,20
27,1,70,166,76,14,3858,126,107,598,118,6,41,24
53,1,66,173,72,11,2074,86,58,302,56,1,30,46
38,1,68,176,76,11,2871,102,80,436,92,3,31,22
26,0,53,159,63,22,-290,80,-8,-134,-26,3,28,32
57,0,65,159,47,29,-290,98,-8,-152,-31,3,34,28
22,1,70,174,79,12,2356,91,65,352,72,1,45,35
27,0,67,157,62,22,-258,94,-7,-143,-35,2,32,38
52,0,53,167,62,13,-258,74,-7,-123,-24,2,22,27
22,1,80,172,85,6,2478,104,69,360,74,1,40,45
33,1,73,164,77,11,2871,110,80,428,84,3,33,39
67,0,52,155,38,37,-225,68,-6,-111,-17,1,9,31
31,0,74,163,59,24,-225,96,-6,-139,-20,1,27,44
22,0,49,155,66,20,-225,64,-6,-107,-22,1,15,17
22,1,56,172,80,11,2142,73,60,328,71,1,23,31
58,0,48,151,48,28,-322,77,-9,-137,-21,4,18,31
50,0,54,159,60,16,-225,70,-6,-113,-15,1,17,33
21,1,61,175,84,7,2245,79,62,343,72,1,34,28
25,1,71,175,72,18,2357,92,65,351,67,1,29,42
61,1,72,172,69,13,2093,94,58,299,57,1,42,33
24,1,58,169,73,17,2434,81,68,374,69,2,23,24
57,1,66,187,68,15,2788,99,77,425,88,3,29,35
24,0,52,171,63,22,-193,62,-5,-99,-25,0,19,35
25,0,50,154,59,26,-322,80,-9,-140,-32,4,13,23
24,1,54,168,79,11,2065,70,57,318,61,1,28,21
25,0,66,165,68,17,-193,79,-5,-116,-18,0,24,30
25,0,63,162,60,25,-193,76,-5,-113,-28,0,21,36
59,1,52,172,66,17,2349,78,65,363,77,3,28,22
24,1,72,183,74,16,2448,94,68,365,72,1,20,37
58,1,38,151,71,11,1662,53,46,259,56,2,12,17
63,1,90,166,63,19,4232,171,118,622,126,7,40,42
45,0,52,159,50,30,-225,68,-6,-111,-19,1,20,27
20,0,54,164,68,19,-290,81,-8,-136,-25,3,24,39
57,0,60,166,54,21,-225,78,-6,-121,-22,1,28,36
58,1,85,175,58,26,2654,119,74,378,74,2,42,41
23,0,72,177,58,28,-225,94,-6,-137,-25,1,32,40
50,0,68,157,49,29,-258,95,-7,-144,-25,2,22,41
18,1,77,179,70,21,4690,146,130,734,147,7,31,38
30,0,64,171,56,28,-258,90,-7,-139,-30,2,24,50
33,1,61,171,78,10,2126,79,59,320,66,1,27,34
64,1,84,181,67,14,1988,101,55,272,44,0,35,35
29,1,71,169,72,17,3252,114,90,496,92,4,31,35
20,0,46,160,61,25,-193,55,-5,-92,-17,0,22,34
24,1,74,197,83,7,2599,96,72,392,83,1,27,32
26,1,83,181,76,14,3305,124,92,495,103,3,44,42
60,0,51,167,54,19,-322,82,-9,-142,-28,4,19,22
62,1,65,175,66,16,2014,84,56,294,58,1,33,36
21,1,81,175,82,9,2886,113,80,428,76,2,41,42
64,1,75,187,68,13,2566,105,71,377,73,2,50,40
67,0,67,175,51,20,-225,87,-6,-130,-22,1,29,47
51,0,56,168,51,26,-354,95,-10,-161,-30,5,22,28
65,0,71,164,44,30,-225,92,-6,-135,-32,1,38,50
50,0,52,158,54,23,-193,62,-5,-99,-26,0,19,21
71,0,56,161,42,30,-419,106,-12,-184,-43,7,15,26
58,1,56,166,62,21,3412,106,95,533,109,7,23,31
40,0,62,167,59,21,-258,87,-7,-136,-28,2,26,36
21,0,76,166,64,22,-290,114,-8,-168,-29,3,33,45
27,0,61,180,60,24,-193,73,-5,-110,-19,0,28,37
29,0,73,164,63,21,-258,102,-7,-151,-23,2,36,44
55,1,49,163,59,25,2725,83,76,427,83,5,29,19
67,0,65,173,49,23,-290,98,-8,-152,-36,3,26,41
23,0,60,160,65,21,-193,72,-5,-109,-20,0,22,29
54,0,49,164,43,35,-322,78,-9,-138,-26,4,15,40
49,1,78,182,62,23,2348,101,65,340,62,1,39,36
59,1,61,172,59,24,3069,104,85,472,84,5,26,23
51,0,52,176,52,25,-258,73,-7,-122,-30,2,28,24
27,0,64,164,64,20,-258,90,-7,-139,-27,2,27,26
49,1,56,173,71,13,3643,106,101,578,118,7,23,21
18,1,62,176,81,11,2616,87,73,403,71,2,33,22
55,1,63,188,70,13,3070,101,85,475,92,4,32,42
27,0,66,165,61,23,-258,92,-7,-141,-32,2,28,23
18,0,49,152,70,17,-258,69,-7,-118,-21,2,23,31
24,1,73,175,68,22,2050,88,57,296,59,0,35,39
19,0,87,185,76,11,-258,122,-7,-171,-36,2,33,43
49,1,63,167,62,23,2294,88,64,342,72,2,29,27
58,1,57,168,63,20,1869,74,52,276,57,1,18,26
24,0,52,159,61,24,-193,62,-5,-99,-17,0,26,39
26,0,50,155,69,16,-225,65,-6,-108,-27,1,17,29
30,0,58,179,53,31,-290,87,-8,-142,-26,3,20,32
59,0,52,152,43,33,-322,83,-9,-143,-26,4,16,33
62,0,50,157,51,23,-386,90,-11,-162,-30,6,17,40
67,0,68,161,37,38,-258,95,-7,-144,-32,2,23,39
25,1,79,176,72,18,2478,103,69,361,68,1,43,39
24,0,60,172,66,19,-322,96,-9,-156,-32,4,26,27
24,1,56,165,83,7,2657,84,74,414,85,3,31,32
60,0,58,153,50,24,-258,81,-7,-130,-22,2,22,33
25,1,74,174,75,15,3074,111,85,466,91,3,31,32
65,1,54,160,64,17,1708,70,47,251,47,1,25,24
